,Name,SMILES,A,B,C,Tmin,Tmax,No.C
1776,"4-Ethyl-2,6-dimethyloctane",CCC(C)CC(CC)CC(C)C,20.18158269,3271.766184,-85.15,463,463,12
1777,"3-Ethyl-2,7-dimethyloctane",CCC(CCCC(C)C)C(C)C,20.16131995,3298.660378,-87.15,469,469,12
1778,"4-Ethyl-2,7-dimethyloctane",CCC(CCC(C)C)CC(C)C,20.18158269,3271.766184,-85.15,463,463,12
1779,"4-Ethyl-3,3-dimethyloctane",CCCCC(CC)C(C)(C)CC,20.01388542,3250.835686,-88.15,471,471,12
1780,"4-Ethyl-3,4-dimethyloctane",CCCCC(C)(CC)C(C)CC,20.13735003,3315.331094,-89.15,474,474,12
1781,"3-Ethyl-3,5-dimethyloctane",CCCC(C)CC(C)(CC)CC,20.02781606,3247.658119,-87.15,469,469,12
1782,"4-Ethyl-3,5-dimethyloctane",CCCC(C)C(CC)C(C)CC,20.14294532,3291.637494,-88.15,470,470,12
1783,"3-Ethyl-4,6-dimethyloctane",CCC(C)CC(C)C(CC)CC,20.14294532,3291.637494,-88.15,470,470,12
1784,"3-Ethyl-3,6-dimethyloctane",CCC(C)CCC(C)(CC)CC,19.99592526,3243.950957,-89.15,472,472,12
1785,"3-Ethyl-4,4-dimethyloctane",CCCCC(C)(C)C(CC)CC,19.99173455,3233.865634,-89.15,471,471,12
1786,"3-Ethyl-5,5-dimethyloctane",CCCC(C)(C)CC(CC)CC,20.02942787,3214.247609,-86.15,464,464,12
1787,"3-Ethyl-4,5-dimethyloctane",CCCC(C)C(C)C(CC)CC,20.12889955,3294.884139,-89.15,472,472,12
1788,"3,4-Diethyloctane",CCCCC(CC)C(CC)CC,20.18777665,3317.426447,-89.15,472,472,12
1789,"3,5-Diethyloctane",CCCC(CC)CC(CC)CC,20.22461801,3331.541294,-87.15,470,470,12
1790,"3,6-Diethyloctane",CCC(CC)CCC(CC)CC,20.17803671,3330.988673,-90.15,475,475,12
1791,"3-Ethyl-2,2-dimethyloctane",CCCCCC(CC)C(C)(C)C,20.02781606,3247.658119,-87.15,469,469,12
1792,"4-Ethyl-2,2-dimethyloctane",CCCCC(CC)CC(C)(C)C,20.0579569,3207.984577,-84.15,460,460,12
1793,"3-Ethyl-2,3-dimethyloctane",CCCCCC(C)(CC)C(C)C,19.98639256,3257.213847,-90.15,475,475,12
1794,"4-Ethyl-2,3-dimethyloctane",CCCCC(CC)C(C)C(C)C,20.14294532,3291.637494,-88.15,470,470,12
1795,"3-Ethyl-2,4-dimethyloctane",CCCCC(C)C(CC)C(C)C,20.14294532,3291.637494,-88.15,470,470,12
1796,"4-Ethyl-2,4-dimethyloctane",CCCCC(C)(CC)CC(C)C,20.16293175,3264.720274,-86.15,464,464,12
1797,"3-Ethyl-2,5-dimethyloctane",CCCC(C)CC(CC)C(C)C,20.17557295,3295.459785,-86.15,467,467,12
1798,"4-Ethyl-2,5-dimethyloctane",CCCC(C)C(CC)CC(C)C,20.16716851,3274.966778,-86.15,465,465,12
1799,"2,4,6-Trimethylnonane",CCCC(C)CC(C)CC(C)C,23.78938815,5628.086706,-0.262,339,459,12
1800,"4-(1,1-Dimethylethyl)octane",CCCCC(CCC)C(C)(C)C,20.07442038,3248.348894,-84.15,464,464,12
1801,"1,3-Dimethylcyclopentene",CC1CCC(=C1)C,20.70707866,2882.836536,-51.15,283,410,7
1802,"4,4-Diethyl-2,2-dimethylhexane",CCC(CC)(CC)CC(C)(C)C,19.7865512,3163.751918,-90.15,473,473,12
1803,"3,4-Diethyl-2,3-dimethylhexane",CCC(CC)C(C)(CC)C(C)C,19.93582779,3254.565874,-90.15,477,477,12
1804,"4,4-Diethyl-2,3-dimethylhexane",CCC(CC)(CC)C(C)C(C)C,19.93582779,3254.565874,-90.15,477,477,12
1805,"3,3-Diethyl-2,4-dimethylhexane",CCC(C)C(CC)(CC)C(C)C,19.94807754,3284.568558,-90.15,480,480,12
1806,"3,4-Diethyl-2,4-dimethylhexane",CCC(C(C)C)C(C)(CC)CC,19.9192722,3214.592997,-90.15,473,473,12
1807,"3,3-Diethyl-2,5-dimethylhexane",CCC(CC)(CC(C)C)C(C)C,19.95077156,3218.231081,-88.15,470,470,12
1808,"3,4-Diethyl-2,5-dimethylhexane",CCC(C(C)C)C(CC)C(C)C,20.11222883,3262.740051,-86.15,466,466,12
1809,"3,3-Diethyl-4,4-dimethylhexane",CCC(C)(C)C(CC)(CC)CC,19.80568568,3245.608818,-91.15,483,483,12
1810,"3,4-Diethyl-3,4-dimethylhexane",CCC(C)(CC)C(C)(CC)CC,19.80568568,3245.608818,-91.15,483,483,12
1811,"3,3-Diethyl-2,2,4-trimethylpentane",CCC(CC)(C(C)C)C(C)(C)C,19.73085166,3183.43902,-91.15,479,479,12
1812,"3-Ethyl-2,4-dimethyl-3-(1-methylethyl)-pentane",CCC(C(C)C)(C(C)C)C(C)C,19.86361872,3234.947849,-91.15,479,479,12
1813,"4-(1,1-Dimethylethyl)-2-methylheptane",CCCC(CC(C)C)C(C)(C)C,20.01301044,3182.587064,-83.15,458,458,12
1814,"4-(1,1-Dimethylethyl)-3-methylheptane",CCCC(C(C)CC)C(C)(C)C,20.01093811,3215.767315,-84.15,463,463,12
1815,"2,2-Dimethyl-4-propylheptane",CCCC(CCC)CC(C)(C)C,20.06827248,3194.767739,-83.15,457,457,12
1816,"2,3-Dimethyl-4-propylheptane",CCCC(CCC)C(C)C(C)C,24.10990799,4807.014795,-85.15,467,467,12
1817,"2,4-Dimethyl-4-propylheptane",CCCC(C)(CCC)CC(C)C,20.06622318,3228.155223,-84.15,462,462,12
1818,"2,5-Dimethyl-4-propylheptane",CCCC(CC(C)C)C(C)CC,24.1189111,4772.683252,-84.15,463,463,12
1819,"2,6-Dimethyl-4-propylheptane",CCCC(CC(C)C)CC(C)C,24.11955582,4717.513313,-83.15,458,458,12
1820,"3,3-Dimethyl-4-propylheptane",CCCC(CCC)C(C)(C)CC,20.05008206,3264.674222,-86.15,469,469,12
1821,"3,4-Dimethyl-4-propylheptane",CCCC(C)(CCC)C(C)CC,20.03605932,3267.828764,-87.15,471,471,12
1822,"3,5-Dimethyl-4-propylheptane",CCCC(C(C)CC)C(C)CC,24.0890696,4811.619965,-86.15,469,469,12
1823,"2,2-Dimethyl-3-(1-methylethyl)heptane",CCCCC(C(C)C)C(C)(C)C,20.01093811,3215.767315,-84.15,463,463,12
1824,"2,2-Dimethyl-4-(1-methylethyl)heptane",CCCC(CC(C)(C)C)C(C)C,20.04616766,3186.501458,-81.15,455,455,12
1825,"2,3-Dimethyl-3-(1-methylethyl)heptane",CCCCC(C)(C(C)C)C(C)C,19.92343988,3224.586216,-90.15,474,474,12
1826,"2,3-Dimethyl-4-(1-methylethyl)heptane",CCCC(C(C)C)C(C)C(C)C,24.07150087,4779.798239,-84.15,465,465,12
1827,"2,4-Dimethyl-3-(1-methylethyl)heptane",CCCC(C)C(C(C)C)C(C)C,24.07150087,4779.798239,-84.15,465,465,12
1828,"2,4-Dimethyl-4-(1-methylethyl)heptane",CCCC(C)(CC(C)C)C(C)C,20.01904321,3235.822831,-84.15,465,465,12
1829,"2,5-Dimethyl-3-(1-methylethyl)heptane",CCC(C)CC(C(C)C)C(C)C,24.05955046,4750.163969,-84.15,463,463,12
1830,"2,5-Dimethyl-4-(1-methylethyl)heptane",CCC(C)C(CC(C)C)C(C)C,24.08665188,4760.456525,-83.15,462,462,12
1831,"2,6-Dimethyl-3-(1-methylethyl)heptane",CC(C)CCC(C(C)C)C(C)C,24.06433983,4762.022283,-84.15,464,464,12
1832,"3,3-Dimethyl-4-(1-methylethyl)heptane",CCCC(C(C)C)C(C)(C)CC,20.04927615,3272.894451,-83.15,467,467,12
1833,"3,4-Dimethyl-4-(1-methylethyl)heptane",CCCC(C)(C(C)C)C(C)CC,19.92343988,3224.586216,-90.15,474,474,12
1834,"3,5-Dimethyl-4-(1-methylethyl)heptane",CCC(C)C(C(C)C)C(C)CC,24.05057037,4784.357358,-85.15,467,467,12
1835,"3,3-Diethyl-2-methylheptane",CCCCC(CC)(CC)C(C)C,19.99053721,3267.276144,-90.15,476,476,12
1836,"3,4-Diethyl-2-methylheptane",CCCC(CC)C(CC)C(C)C,20.17976365,3305.706289,-86.15,468,468,12
1837,"3,5-Diethyl-2-methylheptane",CCC(CC)CC(CC)C(C)C,20.17976365,3305.706289,-86.15,468,468,12
1838,"4,4-Diethyl-2-methylheptane",CCCC(CC)(CC)CC(C)C,20.04186183,3244.503577,-86.15,467,467,12
1839,"4,5-Diethyl-2-methylheptane",CCC(CC)C(CC)CC(C)C,20.17138224,3285.213281,-86.15,466,466,12
1840,"5,5-Diethyl-2-methylheptane",CCC(CC)(CC)CCC(C)C,20.03605932,3267.828764,-87.15,471,471,12
1841,"3,4-Diethyl-3-methylheptane",CCCC(CC)C(C)(CC)CC,20.00423759,3264.07555,-89.15,474,474,12
1842,"3,5-Diethyl-3-methylheptane",CCC(CC)CC(C)(CC)CC,20.03193769,3257.743441,-87.15,470,470,12
1843,"4,4-Diethyl-3-methylheptane",CCCC(CC)(CC)C(C)CC,19.99468186,3277.33844,-90.15,477,477,12
1844,"3,4-Diethyl-5-methylheptane",CCC(C)C(CC)C(CC)CC,20.03605932,3267.828764,-87.15,471,471,12
1845,"3,3-Diethyl-5-methylheptane",CCC(C)CC(CC)(CC)CC,19.99592526,3243.950957,-89.15,472,472,12
1846,"3,3-Diethyl-4-methylheptane",CCCC(C)C(CC)(CC)CC,19.99882651,3287.423763,-90.15,478,478,12
1847,"3,4-Diethyl-4-methylheptane",CCCC(C)(CC)C(CC)CC,20.00423759,3264.07555,-89.15,474,474,12
1848,"3,5-Diethyl-4-methylheptane",CCC(CC)C(C)C(CC)CC,20.11073215,3287.907306,-90.15,473,473,12
1849,"3,3,6,6-Tetramethyloctane",CCC(C)(C)CCC(C)(C)CC,19.09315072,2472.515873,-136.101,347,463,12
1850,"3-(1,1-Dimethylethyl)-2,2-dimethylhexane",CCCC(C(C)(C)C)C(C)(C)C,19.79774176,3168.034726,-86.15,469,469,12
1851,"3,3-Diethyl-2,2-dimethylhexane",CCCC(CC)(CC)C(C)(C)C,19.79882397,3193.271059,-90.15,476,476,12
1852,"3,4-Diethyl-2,2-dimethylhexane",CCC(CC)C(CC)C(C)(C)C,20.00082976,3228.869024,-85.15,466,466,12
1853,"3-Ethyl-3,4-dimethyloctane",CCCCC(C)C(C)(CC)CC,19.99053721,3267.276144,-90.15,476,476,12
1854,"3,5-Dimethyl-2H-pyran-2-one",CC1=CC(=COC1=O)C,23.87253449,5856.903797,-43.333,352,518,7
1855,"2-(1,1-Dimethyl-ethyl)-6-ethyl-phenol",CCC1=C(C(=CC=C1)C(C)(C)C)O,25.27872321,6993.114411,0,402,443,12
1856,"(Z)-4,5-Dimethyl-2-hexene",C/C=C\C(C)C(C)C,20.80655034,3016.156213,-58.15,286,409,8
1857,"Methanol, (ethylnitroso amino) acetate (ester)",CCN(COC(=O)C)N=O,18.06518463,3109.595116,-112.759,273,329,5
1858,"Methanol, (nitroso-propylamino)-acetate (ester)",CCCN(COC(=O)C)N=O,25.0979012,5691.212076,-63.232,273,328,6
1859,"(E)-3,5-Dimethyl-2-hexene",C/C=C(\C)/CC(C)C,20.79768539,3031.813792,-58.15,288,411,8
1860,"(Z)-4,4-Dimethyl-2-hexene",CCC(C)(C)/C=C\C,20.82393486,2984.610798,-58.15,284,404,8
1861,"(E)-4,5-Dimethyl-2-hexene",C/C=C/C(C)C(C)C,20.80655034,3016.156213,-58.15,286,409,8
1862,(E)-3-Ethyl-2-hexene,CCC/C(=C/C)/CC,20.76040653,3102.733413,-58.15,294,421,8
1863,(Z)-4-Methyl-2-heptene,CCCC(C)/C=C\C,20.78891254,3047.471371,-58.15,289,413,8
1864,(E)-4-Methyl-2-heptene,CCCC(C)/C=C/C,20.78891254,3047.471371,-58.15,289,413,8
1865,(Z)-6-Methyl-2-heptene,C/C=C\CCC(C)C,20.77663976,3071.187997,-58.15,291,416,8
1866,(Z)-6-Methyl-3-heptene,CC/C=C\CC(C)C,20.78525143,3055.530418,-58.15,290,414,8
1867,(E)-6-Methyl-3-heptene,CC/C=C/CC(C)C,20.79296509,3048.622663,-58.15,289,413,8
1868,"(E)-2,3-Dimethyl-3-hexene",CC/C=C(\C)/C(C)C,20.78891254,3047.471371,-58.15,289,413,8
1869,"(Z)-3,5-Dimethyl-2-hexene",C/C=C(/C)\CC(C)C,20.79768539,3031.813792,-58.15,288,411,8
1870,"3-Ethyl-2,2,4-trimethyl-3-pentanol",CC[C@](C(C)C)(C(C)(C)C)O,23.34798258,5487.060277,0,314,464,10
1871,"3,5,5-Trimethyl-3-heptanol",CCC(C)(C)CC(C)(CC)O,22.11287594,4962.070875,0,333,469,10
1872,"3,4,4-Trimethyl-3-hexanol",CCC(C)(C)C(C)(CC)O,23.95310195,5450.218915,0,325,439,9
1873,"2,3,4-Trimethyl-3-hexanol",CCC(C)C(C)(C(C)C)O,24.8124267,5664.359329,0,322,386,9
1874,"2,4,4-Trimethyl-3-hexanol",CCC(C)(C)C(C(C)C)O,24.85226143,5913.038519,0,325,444,9
1875,"2,2-Dimethyl-4-heptanol",CCCC(CC(C)(C)C)O,22.11158649,4114.489303,-58.35,320,445,9
1876,3-Ethyl-2-methyl-1-hexanol,CCCC(CC)C(C)CO,24.91443122,6226.190091,0,329,467,9
1877,2-Methylfuran,CC1=CC=CO1,20.62160671,2549.652473,-56.88,251,338,5
1878,2-Methyl-4-tert-pentylphenol,CCC(C)(C)C1=CC(=C(C=C1)O)C,23.39843222,6117.84195,-31.517,409,547,12
1879,1-m-Tolylpiperidine,CC1=CC(=CC=C1)N2CCCCC2,23.02193654,6466.349717,0,373,403,12
1880,Ethylmalonic acid,CCC(C(=O)O)C(=O)O,22.85582805,5735.520721,-126.177,397,492,5
1881,"Tripropylene glycol, monoethyl ether",CCOCC(C)OCC(C)OCC(C)O,23.37308076,5591.26837,-48.323,298,520,11
1882,Methyl germanate(IV),CO[Ge](OC)(OC)OC,23.00489741,4832.665593,0,293,313,4
1883,3-Methyl-2-(1-methylethyl)-1-butene,CC(C)C(=C)C(C)C,20.83240837,2968.72296,-58.15,282,402,8
1884,2-(2-Ethylphenyl) ethanol,CCC1=CC=CC=C1CCO,21.35461164,4054.226046,-110.686,446,523,10
1885,tert-Butyl benzoate,CC(C)(C)OC(=O)C1=CC=CC=C1,21.4252089,4088.861531,-83.344,352,448,11
1886,Acetylmethylhexyl ketone,CCCCCCC(=O)CC(=O)C,20.71225948,3258.646055,-146.926,388,503,10
1887,2-Phenylethyl isobutyrate,CC(C)C(=O)OCCC1=CC=CC=C1,24.28237162,6798.129203,0,298,377,12
1888,"4,4-Dimethyl-4-cyclohexyl-2-buta",CC(=O)CC(C)(C)C1CCCCC1,25.66811338,6846.336124,-12.806,293,373,12
1889,2-Acetyloctanoic acid ethyl ester,CCCCCC[C@H](C(=O)C)C(=O)OCC,22.06231117,5889.909052,-13.534,293,373,12
1890,N-Nitroso-ethylvinyl amine,CCN(C=C)N=O,20.26931119,3004.295597,-76.561,273,336,4
1891,N-Nitroso-methylvinyl amine,CN(C=C)N=O,19.62193939,3000.694354,-89.481,273,336,3
1892,"Lactic acid, N-sec-butyl amide",CCC(C)NC(=O)C(C)O,24.66324222,6198.047896,-66.291,371,416,7
1893,trans-2-Pentenamide,CC/C=C/C(=O)N,19.54049695,3973.172748,-91.935,353,413,5
1894,sec-Butyl glycolate,CCC(C)OC(=O)CO,23.17554199,4787.491176,-39.58,301,451,6
1895,3-Hydroxypropionic acid butyl ester,CCCCOC(=O)CCO,22.96948365,4844.371936,-66.958,361,490,7
1896,"3,7-Dimethyl-1,6-octadien-3-ol",CC(=CCCC(C)(C=C)O)C,22.85366362,4857.259505,-42.648,313,471,10
1897,"3,7-Dimethyl-6-octenal",CC(CCC=C(C)C)CC=O,22.93931978,5287.716275,-36.852,317,479,10
1898,3-Ethyl-3-hydroxymethyl-2-heptanol,CCCCC(CC)(CO)C(C)O,25.18044888,6745.105273,-34.691,367,528,10
1899,1-Benzoylfuran,C1=CC=C(C=C1)C(=O)C2=CC=CO2,20.67329974,3856.830031,-136.85,423,561,11
1900,"2`,3`,5`-Trimethyl-acetophe",CC1=CC(=C(C(=C1)C(=O)C)C)C,23.88119221,5972.408373,-37.5,352,520,11
1901,(3-Phenyl-1-propyl) acetate,CC(=O)OCCCC1=CC=CC=C1,21.20271011,5583.513264,-46.506,393,500,11
1902,2-Ethoxycarbonyl-oxypropionic acid cyclohexyl ester,CCOC(=O)OC(C)C(=O)OC1CCCCC1,23.60743787,5845.761588,-66.284,317,513,12
1903,Pentyl[(1-ethoxy-carbonyl)isopropyl]carbonate,CCCCCOC(=O)OC(C)(C)C(=O)OCC,21.5165985,4061.458465,-118.401,373,503,12
1904,Tripropylene glycol monoisopropyl ether,CC(C)OCC(C)OCC(C)OCC(C)O,24.72267194,6901.250476,-7.17,355,529,12
1905,Tetrapropoxy-germane,CCCO[Ge](OCCC)(OCCC)OCCC,23.5391432,5550.358341,-52.31,343,453,12
1906,Methyl 2-(lactoxy)propanoate,CC(C(=O)OC(C)C(=O)OC)O,22.80238505,4587.163971,-90.15,317,384,7
1907,2-Acetoxypropionic acid butyl ester,CCCCOC(=O)C(C)OC(=O)C,19.61926839,2827.284368,-138.546,331,485,9
1908,Butyl-2-lactoyloxy-propanoate,CCCCOC(=O)C(C)OC(=O)C(C)O,25.19421834,6333.875088,-55.184,324,407,10
